0.01476  	0.19106  	0.46283  	-0.8141  	-0.3779  	-0.7151  	0.18927  	0.10163  	0.43480  	0.06759  	-0.4610  	0.51308  	0.29394  	-0.1308  	-1.0176  	1.36656  	-0.0206  	0.45858  	0.52141  	1.11213  	-0.1445  	-0.7249  	-0.4205  	0.44284  	-0.0579  	0.13494  	-0.3379  	0.13770  	-0.3375  	-0.4443  	0.04238  	0.22544  	0.13712  	-0.0061  	0.08749  	-0.0687  	0.02784  	-0.1763  	0.00832  	0.55959  	0.53427  	-0.1256  	-0.0001  	0.30888  	0.19290  	-0.0107  	0.02262  	-0.0323  	-0.0706  	0.03225  	-0.0069  	-0.0242  	-0.0470  	-0.0207  	-0.0393  	-0.0289  	-0.0216  	-0.0362  	-0.0141  	0.01115  	0.00320  	-0.0252  	0.04350  	0.00465  	0.09528  	0.03671  	0.03257  	0.00927  	-0.0255  	0.49640  	1.06241  	127.887  	109.089  	
-0.0707  	0.12693  	0.38723  	-0.7897  	-0.3464  	-0.7828  	0.17970  	0.02193  	0.35290  	0.13862  	-0.4517  	0.53476  	0.24630  	-0.3059  	-1.1808  	1.39485  	-0.0286  	0.44631  	0.52223  	1.13301  	-0.3030  	-0.6649  	-0.5429  	0.48391  	0.04097  	0.11988  	-0.2719  	0.19181  	-0.2980  	-0.4131  	0.01447  	0.25678  	0.08762  	-0.0229  	0.05022  	0.00763  	-0.0521  	-0.1863  	0.03169  	0.57125  	0.54667  	-0.1141  	0.01940  	0.32060  	0.19888  	-0.0169  	0.01225  	-0.0271  	-0.0546  	0.01793  	-0.0096  	-0.0248  	-0.0397  	-0.0255  	-0.0315  	-0.0448  	-0.0091  	-0.0344  	-0.0084  	0.01271  	0.00178  	-0.0365  	0.05103  	0.01002  	0.09528  	0.03671  	0.03257  	0.00927  	-0.0255  	0.49640  	1.06241  	127.887  	109.089  	
-0.1853  	0.12658  	0.29613  	-0.8068  	-0.3795  	-0.8174  	0.15030  	-0.0207  	0.33038  	0.12652  	-0.4625  	0.52794  	0.18864  	-0.2999  	-1.2237  	1.31417  	-0.0074  	0.42630  	0.52743  	1.14301  	-0.2978  	-0.6563  	-0.4952  	0.49414  	0.09702  	0.12220  	-0.2473  	0.20746  	-0.2688  	-0.3655  	-0.0052  	0.25155  	0.05747  	-0.0172  	0.03991  	0.04685  	-0.0585  	-0.1915  	0.02992  	0.58204  	0.52531  	-0.1281  	0.02212  	0.33365  	0.19865  	-0.0138  	0.00514  	-0.0234  	-0.0591  	0.01761  	0.00259  	-0.0244  	-0.0457  	-0.0201  	-0.0349  	-0.0370  	-0.0086  	-0.0280  	-0.0108  	0.01187  	-0.0031  	-0.0446  	0.04492  	0.00272  	0.09528  	0.03671  	0.03257  	0.00927  	-0.0255  	0.49640  	1.06241  	127.887  	109.089  	
-0.3125  	0.08283  	0.20055  	-0.6471  	-0.2383  	-0.8964  	0.18570  	0.00868  	0.28341  	0.09088  	-0.5461  	0.56292  	0.23479  	-0.1327  	-1.0294  	1.24747  	-0.0245  	0.42393  	0.53329  	1.13987  	-0.3035  	-0.6531  	-0.5566  	0.52952  	0.10887  	0.12343  	-0.2409  	0.21901  	-0.1998  	-0.3222  	-0.0051  	0.18995  	0.06847  	-0.0208  	0.05359  	0.03850  	-0.0982  	-0.2293  	0.04071  	0.58231  	0.46604  	-0.0860  	-0.0289  	0.29765  	0.20709  	-0.0149  	0.00214  	-0.0350  	-0.0630  	0.00420  	-0.0062  	-0.0262  	-0.0425  	-0.0236  	-0.0356  	-0.0460  	-0.0052  	-0.0307  	-0.0006  	0.01737  	-0.0003  	-0.0398  	0.04078  	0.01108  	0.09528  	0.03671  	0.03257  	0.00927  	-0.0255  	0.49640  	1.06241  	127.887  	109.089  	
-0.3522  	0.11575  	0.20584  	-0.8000  	-0.3214  	-0.9006  	0.11760  	0.07501  	0.33896  	0.08532  	-0.5384  	0.59157  	0.23675  	-0.1603  	-0.9557  	1.14654  	0.02623  	0.40994  	0.54566  	1.11746  	-0.2341  	-0.6979  	-0.4360  	0.45766  	0.04990  	0.12656  	-0.2712  	0.19731  	-0.2370  	-0.3659  	0.02894  	0.19628  	0.08076  	-0.0054  	0.03928  	-0.0460  	-0.0887  	-0.2334  	0.03777  	0.56942  	0.47588  	-0.1036  	-0.0340  	0.30156  	0.20839  	-0.0097  	0.01002  	-0.0387  	-0.0751  	0.02699  	-0.0050  	-0.0212  	-0.0479  	-0.0214  	-0.0392  	-0.0389  	-0.0112  	-0.0360  	-0.0030  	0.01461  	-0.0022  	-0.0261  	0.03669  	0.00212  	0.09528  	0.03671  	0.03257  	0.00927  	-0.0255  	0.49640  	1.06241  	127.887  	109.089  	
-0.2730  	0.13404  	0.35915  	-0.8926  	-0.4006  	-0.8002  	0.09312  	0.04593  	0.37966  	0.02004  	-0.5824  	0.51820  	0.22286  	-0.1764  	-0.9138  	1.16849  	0.04405  	0.40665  	0.54668  	1.05204  	-0.2064  	-0.6661  	-0.3284  	0.49305  	-0.0247  	0.17013  	-0.2899  	0.11718  	-0.2983  	-0.4002  	0.04318  	0.19716  	0.09145  	-0.0072  	0.03538  	-0.0779  	-0.0283  	-0.2045  	0.00399  	0.53922  	0.51916  	-0.1355  	-0.0065  	0.32763  	0.19696  	-0.0203  	0.02476  	-0.0434  	-0.0694  	0.03132  	-0.0152  	-0.0229  	-0.0454  	-0.0224  	-0.0367  	-0.0449  	-0.0148  	-0.0329  	-0.0087  	0.01165  	-0.0018  	-0.0307  	0.03807  	0.00239  	0.09528  	0.03671  	0.03257  	0.00927  	-0.0255  	0.49640  	1.06241  	127.887  	109.089  	
-0.2028  	0.12075  	0.36798  	-0.9676  	-0.4516  	-0.8177  	0.13299  	0.01281  	0.36345  	0.11570  	-0.4955  	0.51762  	0.19506  	-0.3174  	-1.1503  	1.31711  	0.02022  	0.46587  	0.53076  	1.09352  	-0.2842  	-0.7186  	-0.3598  	0.43004  	-0.0675  	0.16113  	-0.3853  	0.17749  	-0.2534  	-0.4364  	0.06197  	0.21108  	0.08969  	-0.0185  	-0.0251  	-0.0294  	-0.0583  	-0.2088  	0.02208  	0.58662  	0.57713  	-0.1540  	0.02945  	0.33066  	0.18977  	-0.0164  	0.01806  	-0.0416  	-0.0706  	0.02895  	-0.0184  	-0.0248  	-0.0476  	-0.0266  	-0.0322  	-0.0472  	-0.0165  	-0.0338  	-0.0131  	0.01025  	-0.0016  	-0.0297  	0.03999  	0.00973  	0.09528  	0.03671  	0.03257  	0.00927  	-0.0255  	0.49640  	1.06241  	127.887  	109.089  	
-0.1969  	0.11304  	0.36926  	-0.9442  	-0.4135  	-0.8622  	0.15607  	-0.0326  	0.34851  	0.18213  	-0.4316  	0.53905  	0.20089  	-0.3459  	-1.2381  	1.36889  	-0.0164  	0.49006  	0.52608  	1.10877  	-0.3020  	-0.7115  	-0.4727  	0.41606  	-0.0041  	0.14138  	-0.3386  	0.20468  	-0.2443  	-0.4190  	0.05515  	0.22647  	0.06281  	-0.0211  	-0.0088  	0.03965  	-0.0492  	-0.2075  	0.02737  	0.57750  	0.56453  	-0.1288  	0.02522  	0.31611  	0.19946  	-0.0136  	0.01827  	-0.0326  	-0.0672  	0.02759  	-0.0090  	-0.0246  	-0.0424  	-0.0255  	-0.0298  	-0.0446  	-0.0127  	-0.0331  	-0.0118  	0.01659  	-0.0016  	-0.0356  	0.04490  	0.00766  	0.09528  	0.03671  	0.03257  	0.00927  	-0.0255  	0.49640  	1.06241  	127.887  	109.089  	
-0.3179  	0.07691  	0.30421  	-1.0196  	-0.4971  	-0.8561  	0.11708  	-0.0583  	0.31732  	0.09867  	-0.4057  	0.45182  	0.13381  	-0.4041  	-1.2351  	1.34092  	0.02483  	0.42251  	0.55125  	1.06109  	-0.2272  	-0.7407  	-0.4195  	0.48327  	0.00726  	0.14168  	-0.2872  	0.14248  	-0.3196  	-0.4023  	0.04270  	0.25722  	0.04388  	-0.0372  	0.03421  	0.02285  	0.01736  	-0.2002  	-0.0120  	0.55162  	0.55330  	-0.1354  	0.00624  	0.32081  	0.19465  	-0.0064  	0.00889  	-0.0479  	-0.0774  	0.03539  	-0.0090  	-0.0247  	-0.0441  	-0.0233  	-0.0309  	-0.0400  	-0.0109  	-0.0305  	-0.0149  	0.01267  	-0.0022  	-0.0411  	0.04666  	0.01028  	0.09528  	0.03671  	0.03257  	0.00927  	-0.0255  	0.49640  	1.06241  	127.887  	109.089  	
-0.1580  	0.10924  	0.38405  	-0.7511  	-0.3170  	-0.7815  	0.12165  	0.05965  	0.36422  	0.02701  	-0.6334  	0.54621  	0.24420  	-0.2012  	-0.8983  	1.27272  	0.01228  	0.39660  	0.55801  	1.07998  	-0.2081  	-0.6998  	-0.4082  	0.54140  	-0.0481  	0.14704  	-0.2406  	0.10582  	-0.3433  	-0.3997  	0.02028  	0.23204  	0.07093  	-0.0211  	0.09675  	-0.0603  	-0.0127  	-0.2014  	-0.0394  	0.57032  	0.50071  	-0.1145  	-0.0016  	0.31462  	0.20596  	-0.0136  	0.00706  	-0.0411  	-0.0635  	0.03262  	-0.0178  	-0.0251  	-0.0449  	-0.0309  	-0.0471  	-0.0430  	-0.0177  	-0.0352  	-0.0083  	0.01634  	-0.0049  	-0.0253  	0.03222  	-0.0004  	0.09528  	0.03671  	0.03257  	0.00927  	-0.0255  	0.49640  	1.06241  	127.887  	109.089  	
